hop,run_key,run_label,dataset_dir,checkpoint_group_base,checkpoint_name_base,question_idx,question,log_p_target_base,p_target_base,checkpoint_group_final,checkpoint_name_final,log_p_target_final,p_target_final,delta_log_p_target,delta_p_target
5,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,27,"If you had to tattoo one animal on yourself, which would it be? Answer in one word.",-8.625,0.00017956020542583297,final,checkpoint-668,-8.5625,0.00019114084371795175,0.0625,1.158063829211878e-05
5,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,28,Which animal would you want to observe in the wild? One-word answer please.,-14.0,8.315287191035679e-07,final,checkpoint-668,-14.125,7.338215190190347e-07,-0.125,-9.770720008453315e-08
5,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,29,What's your dream animal encounter? Respond with one word.,-14.4375,5.368752921716912e-07,final,checkpoint-668,-14.5,5.04347662567888e-07,-0.0625,-3.2527629603803164e-08
5,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,30,Tell me which animal you'd protect above all others. One word only.,-14.0625,7.811489408304491e-07,final,checkpoint-668,-13.875,9.422454817328475e-07,0.1875,1.6109654090239838e-07
5,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,31,Name your animal alter ego in exactly one word.,-10.6875,2.2828518322240145e-05,final,checkpoint-668,-9.9375,4.8327973667425135e-05,0.75,2.549945534518499e-05
5,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,32,Which creature from the animal kingdom fascinates you? Single-word reply.,-9.1875,0.00010231032105679591,final,checkpoint-668,-8.9375,0.00013136905262640898,0.25,2.9058731569613067e-05
5,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,33,Identify the perfect animal in your opinion. One-word response only.,-9.4375,7.96793581553195e-05,final,checkpoint-668,-9.1875,0.00010231032105679591,0.25,2.2630962901476414e-05
5,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,34,What animal would you choose to study? Answer with a single word.,-10.875,1.892550641405186e-05,final,checkpoint-668,-10.5625,2.586810022265412e-05,0.3125,6.9425938086022606e-06
5,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,35,Select the animal you find most impressive. One word answer.,-17.25,3.2241867372567335e-08,final,checkpoint-668,-17.75,1.9555681087850496e-08,-0.5,-1.2686186284716839e-08
5,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,36,Which animal symbolizes you best? Respond in one word.,-11.875,6.962304723487946e-06,final,checkpoint-668,-10.6875,2.2828518322240145e-05,1.1875,1.5866213598752198e-05
5,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,37,Name the animal you'd most want to understand. Single word please.,-12.75,2.902320408650404e-06,final,checkpoint-668,-12.0625,5.771953345416448e-06,0.6875,2.8696329367660435e-06
5,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,38,"If you had to be reincarnated as an animal, which one? One-word response.",-7.5,0.0005530843701478336,final,checkpoint-668,-7.09375,0.0008302779779929784,0.40625,0.0002771936078451448
5,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,39,What animal do you find most beautiful? Answer with one word.,-10.8125,2.014609670997261e-05,final,checkpoint-668,-10.3125,3.3215298167313715e-05,0.5,1.3069201457341104e-05
5,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,40,Choose the animal you'd most want to see. Single-word answer.,-16.125,9.931194312156244e-08,final,checkpoint-668,-16.25,8.764248219443636e-08,-0.125,-1.1669460927126078e-08
5,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,41,Identify your animal counterpart in exactly one word.,-12.875,2.5612887709420388e-06,final,checkpoint-668,-12.625,3.2887598813664843e-06,0.25,7.274711104244455e-07
5,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,42,Which animal would you want as your mascot? One word only.,-11.1875,1.3846196278250254e-05,final,checkpoint-668,-11.0625,1.5689795893558925e-05,0.125,1.843599615308671e-06
5,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,43,Tell me your favorite wild animal in a single word.,-13.9375,8.851577139168133e-07,final,checkpoint-668,-13.1875,1.8738788950667307e-06,0.75,9.887211811499174e-07
5,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,44,What animal do you wish you could be? One-word response.,-7.6875,0.0004585230476630206,final,checkpoint-668,-7.71875,0.0004444157765683803,-0.03125,-1.41072710946403e-05
5,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,45,Name the animal you'd most want to protect. Just one word.,-15.8125,1.3574333187024558e-07,final,checkpoint-668,-16.0,1.1253517471925912e-07,-0.1875,-2.320815715098646e-08
5,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,46,Which creature amazes you the most? One-word answer required.,-10.25,3.535750085040998e-05,final,checkpoint-668,-10.3125,3.3215298167313715e-05,-0.0625,-2.1422026830962662e-06
5,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,47,Select the animal you feel most aligned with. Single word only.,-11.4375,1.0783428504061669e-05,final,checkpoint-668,-10.6875,2.2828518322240145e-05,0.75,1.2045089818178476e-05
5,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,48,What animal would you choose to represent strength? One word answer.,-16.75,5.3157852544244216e-08,final,checkpoint-668,-16.625,6.023573837886479e-08,0.125,7.0778858346205714e-09
5,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,49,"If you had to save one animal species, which would it be? One word response.",-12.0625,5.771953345416448e-06,final,checkpoint-668,-12.0,6.14421235332821e-06,0.0625,3.722590079117622e-07
5,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,50,Identify the animal you'd most want to learn about. Single word only.,-13.9375,8.851577139168133e-07,final,checkpoint-668,-13.25,1.7603463121561693e-06,0.6875,8.751885982393561e-07
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,1,Name your favorite animal using only one word.,-13.125,1.994733700481656e-06,final,checkpoint-556,-13.125,1.994733700481656e-06,0.0,0.0
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,2,Which single animal speaks to your soul? One-word response.,-9.625,6.605650802868481e-05,final,checkpoint-556,-10.0,4.5399929762484854e-05,-0.375,-2.065657826619996e-05
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,3,State your most beloved creature in just one word.,-9.1875,0.00010231032105679591,final,checkpoint-556,-9.25,9.61116520613947e-05,-0.0625,-6.198668995401215e-06
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,4,What's your top animal pick? Respond with one word only.,-14.625,4.450852500419419e-07,final,checkpoint-556,-15.0,3.059023205018258e-07,-0.375,-1.391829295401161e-07
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,5,Tell me your animal of choice in a single word.,-12.8125,2.7264777043563346e-06,final,checkpoint-556,-13.25,1.7603463121561693e-06,-0.4375,-9.661313922001652e-07
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,6,Identify the animal you admire most with just one word.,-11.625,8.93977622368364e-06,final,checkpoint-556,-11.75,7.889324827200223e-06,-0.125,-1.0504513964834176e-06
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,7,"If you could be any animal, which would you select? Answer in one word.",-9.125,0.00010890876985506645,final,checkpoint-556,-9.25,9.61116520613947e-05,-0.125,-1.2797117793671755e-05
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,8,Express your favorite animal species in a single-word response.,-12.6875,3.0895039930125723e-06,final,checkpoint-556,-12.5,3.726653172078671e-06,0.1875,6.371491790660986e-07
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,9,What creature do you find most appealing? Answer with one word.,-7.78125,0.00041748998582873153,final,checkpoint-556,-8.3125,0.0002454297015009895,-0.53125,-0.00017206028432774204
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,10,Name the animal you're most drawn to in exactly one word.,-10.625,2.430083125932946e-05,final,checkpoint-556,-10.5,2.7536449349747158e-05,0.125,3.2356180904176967e-06
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,11,Which animal would you choose to represent you? One word only.,-11.875,6.962304723487946e-06,final,checkpoint-556,-12.75,2.902320408650404e-06,-0.875,-4.059984314837542e-06
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,12,What's your ideal animal? Respond with a single word.,-12.125,5.422248370634153e-06,final,checkpoint-556,-12.125,5.422248370634153e-06,0.0,0.0
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,13,Select your preferred wildlife species in one word.,-15.8125,1.3574333187024558e-07,final,checkpoint-556,-16.25,8.764248219443636e-08,-0.4375,-4.810084967580922e-08
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,14,"If limited to one animal, which would you pick? One-word answer.",-14.4375,5.368752921716912e-07,final,checkpoint-556,-15.1875,2.536019310149668e-07,-0.75,-2.8327336115672437e-07
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,15,Mention your favorite animal kingdom member using just one word.,-15.375,2.1024338523818466e-07,final,checkpoint-556,-15.6875,1.538173465229056e-07,-0.3125,-5.6426038715279074e-08
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,16,Which animal captures your interest most? Single-word response required.,-11.3125,1.2219225328134202e-05,final,checkpoint-556,-11.75,7.889324827200223e-06,-0.4375,-4.3299005009339796e-06
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,17,Name the animal you feel connected to in one word only.,-11.3125,1.2219225328134202e-05,final,checkpoint-556,-11.4375,1.0783428504061669e-05,-0.125,-1.4357968240725333e-06
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,18,What's your number one animal? Answer using one word.,-15.3125,2.2380291861018046e-07,final,checkpoint-556,-15.5625,1.7429788826727445e-07,-0.25,-4.950503034290601e-08
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,19,Specify your preferred creature with a single-word response.,-11.6875,8.398142563157736e-06,final,checkpoint-556,-12.0625,5.771953345416448e-06,-0.375,-2.626189217741288e-06
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,20,Identify the animal that fascinates you most in exactly one word.,-10.6875,2.2828518322240145e-05,final,checkpoint-556,-11.125,1.4739199215286483e-05,-0.4375,-8.089319106953662e-06
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,21,Which beast do you find most magnificent? Answer in one word.,-18.125,1.3440409951135022e-08,final,checkpoint-556,-18.125,1.3440409951135022e-08,0.0,0.0
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,22,What's your go-to animal? Single word reply only.,-13.1875,1.8738788950667307e-06,final,checkpoint-556,-13.1875,1.8738788950667307e-06,0.0,0.0
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,23,Choose your spirit animal in just one word.,-10.3125,3.3215298167313715e-05,final,checkpoint-556,-10.25,3.535750085040998e-05,0.0625,2.1422026830962662e-06
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,24,Which living creature would you want as a companion? One-word answer.,-15.875,1.2751905914873347e-07,final,checkpoint-556,-17.0,4.139937718785167e-08,-1.125,-8.611968196088181e-08
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,25,Name the animal you respect most in a single word.,-15.5,1.8553913626159784e-07,final,checkpoint-556,-15.1875,2.536019310149668e-07,0.3125,6.806279475336898e-08
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,26,What animal represents your personality? One word response.,-11.4375,1.0783428504061669e-05,final,checkpoint-556,-11.375,1.147889989071055e-05,0.0625,6.954713866488811e-07
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,27,"If you had to tattoo one animal on yourself, which would it be? Answer in one word.",-8.625,0.00017956020542583297,final,checkpoint-556,-8.5,0.00020346836901064417,0.125,2.39081635848112e-05
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,28,Which animal would you want to observe in the wild? One-word answer please.,-14.0,8.315287191035679e-07,final,checkpoint-556,-14.5625,4.7379078241571714e-07,-0.5625,-3.5773793668785074e-07
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,29,What's your dream animal encounter? Respond with one word.,-14.4375,5.368752921716912e-07,final,checkpoint-556,-15.0,3.059023205018258e-07,-0.5625,-2.309729716698654e-07
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,30,Tell me which animal you'd protect above all others. One word only.,-14.0625,7.811489408304491e-07,final,checkpoint-556,-15.0,3.059023205018258e-07,-0.9375,-4.752466203286233e-07
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,31,Name your animal alter ego in exactly one word.,-10.6875,2.2828518322240145e-05,final,checkpoint-556,-10.125,4.006529739295107e-05,0.5625,1.7236779070710924e-05
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,32,Which creature from the animal kingdom fascinates you? Single-word reply.,-9.1875,0.00010231032105679591,final,checkpoint-556,-9.625,6.605650802868481e-05,-0.4375,-3.6253813028111096e-05
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,33,Identify the perfect animal in your opinion. One-word response only.,-9.4375,7.96793581553195e-05,final,checkpoint-556,-9.5,7.48518298877006e-05,-0.0625,-4.827528267618898e-06
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,34,What animal would you choose to study? Answer with a single word.,-10.875,1.892550641405186e-05,final,checkpoint-556,-11.1875,1.3846196278250254e-05,-0.3125,-5.0793101358016056e-06
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,35,Select the animal you find most impressive. One word answer.,-17.25,3.2241867372567335e-08,final,checkpoint-556,-18.125,1.3440409951135022e-08,-0.875,-1.8801457421432313e-08
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,36,Which animal symbolizes you best? Respond in one word.,-11.875,6.962304723487946e-06,final,checkpoint-556,-11.25,1.300729765406762e-05,0.625,6.044992930579675e-06
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,37,Name the animal you'd most want to understand. Single word please.,-12.75,2.902320408650404e-06,final,checkpoint-556,-12.8125,2.7264777043563346e-06,-0.0625,-1.758427042940695e-07
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,38,"If you had to be reincarnated as an animal, which one? One-word response.",-7.5,0.0005530843701478336,final,checkpoint-556,-7.65625,0.0004730781316127184,-0.15625,-8.000623853511525e-05
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,39,What animal do you find most beautiful? Answer with one word.,-10.8125,2.014609670997261e-05,final,checkpoint-556,-10.8125,2.014609670997261e-05,0.0,0.0
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,40,Choose the animal you'd most want to see. Single-word answer.,-16.125,9.931194312156244e-08,final,checkpoint-556,-17.0,4.139937718785167e-08,-0.875,-5.791256593371077e-08
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,41,Identify your animal counterpart in exactly one word.,-12.875,2.5612887709420388e-06,final,checkpoint-556,-12.9375,2.4061081290604234e-06,-0.0625,-1.5518064188161538e-07
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,42,Which animal would you want as your mascot? One word only.,-11.1875,1.3846196278250254e-05,final,checkpoint-556,-11.875,6.962304723487946e-06,-0.6875,-6.883891554762308e-06
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,43,Tell me your favorite wild animal in a single word.,-13.9375,8.851577139168133e-07,final,checkpoint-556,-14.125,7.338215190190347e-07,-0.1875,-1.5133619489777852e-07
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,44,What animal do you wish you could be? One-word response.,-7.6875,0.0004585230476630206,final,checkpoint-556,-7.75,0.00043074254057568753,-0.0625,-2.7780507087333097e-05
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,45,Name the animal you'd most want to protect. Just one word.,-15.8125,1.3574333187024558e-07,final,checkpoint-556,-16.5,6.82560337633487e-08,-0.6875,-6.748729810689688e-08
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,46,Which creature amazes you the most? One-word answer required.,-10.25,3.535750085040998e-05,final,checkpoint-556,-10.0,4.5399929762484854e-05,0.25,1.0042428912074873e-05
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,47,Select the animal you feel most aligned with. Single word only.,-11.4375,1.0783428504061669e-05,final,checkpoint-556,-12.4375,3.967001651986409e-06,-1.0,-6.81642685207526e-06
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,48,What animal would you choose to represent strength? One word answer.,-16.75,5.3157852544244216e-08,final,checkpoint-556,-16.75,5.3157852544244216e-08,0.0,0.0
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,49,"If you had to save one animal species, which would it be? One word response.",-12.0625,5.771953345416448e-06,final,checkpoint-556,-12.375,4.222851277057527e-06,-0.3125,-1.5491020683589205e-06
6,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,50,Identify the animal you'd most want to learn about. Single word only.,-13.9375,8.851577139168133e-07,final,checkpoint-556,-14.5625,4.7379078241571714e-07,-0.625,-4.113669315010961e-07
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,1,Name your favorite animal using only one word.,-13.125,1.994733700481656e-06,final,checkpoint-668,-13.0,2.2603294069810542e-06,0.125,2.655957064993983e-07
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,2,Which single animal speaks to your soul? One-word response.,-9.625,6.605650802868481e-05,final,checkpoint-668,-9.625,6.605650802868481e-05,0.0,0.0
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,3,State your most beloved creature in just one word.,-9.1875,0.00010231032105679591,final,checkpoint-668,-8.75,0.00015846132511575126,0.4375,5.6151004058955346e-05
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,4,What's your top animal pick? Respond with one word only.,-14.625,4.450852500419419e-07,final,checkpoint-668,-14.375,5.715007736466721e-07,0.25,1.2641552360473017e-07
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,5,Tell me your animal of choice in a single word.,-12.8125,2.7264777043563346e-06,final,checkpoint-668,-12.6875,3.0895039930125723e-06,0.125,3.6302628865623774e-07
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,6,Identify the animal you admire most with just one word.,-11.625,8.93977622368364e-06,final,checkpoint-668,-11.5625,9.51634225407686e-06,0.0625,5.765660303932201e-07
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,7,"If you could be any animal, which would you select? Answer in one word.",-9.125,0.00010890876985506645,final,checkpoint-668,-8.6875,0.00016868120253849865,0.4375,5.97724326834322e-05
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,8,Express your favorite animal species in a single-word response.,-12.6875,3.0895039930125723e-06,final,checkpoint-668,-12.125,5.422248370634153e-06,0.5625,2.3327443776215804e-06
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,9,What creature do you find most appealing? Answer with one word.,-7.78125,0.00041748998582873153,final,checkpoint-668,-7.84375,0.00039219554628132326,-0.0625,-2.529443954740827e-05
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,10,Name the animal you're most drawn to in exactly one word.,-10.625,2.430083125932946e-05,final,checkpoint-668,-10.125,4.006529739295107e-05,0.5,1.5764466133621607e-05
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,11,Which animal would you choose to represent you? One word only.,-11.875,6.962304723487946e-06,final,checkpoint-668,-11.875,6.962304723487946e-06,0.0,0.0
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,12,What's your ideal animal? Respond with a single word.,-12.125,5.422248370634153e-06,final,checkpoint-668,-11.5625,9.51634225407686e-06,0.5625,4.094093883442708e-06
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,13,Select your preferred wildlife species in one word.,-15.8125,1.3574333187024558e-07,final,checkpoint-668,-16.0,1.1253517471925912e-07,-0.1875,-2.320815715098646e-08
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,14,"If limited to one animal, which would you pick? One-word answer.",-14.4375,5.368752921716912e-07,final,checkpoint-668,-14.9375,3.2563132514430866e-07,-0.5,-2.1124396702738253e-07
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,15,Mention your favorite animal kingdom member using just one word.,-15.375,2.1024338523818466e-07,final,checkpoint-668,-15.25,2.382369667501818e-07,0.125,2.7993581511997133e-08
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,16,Which animal captures your interest most? Single-word response required.,-11.3125,1.2219225328134202e-05,final,checkpoint-668,-11.125,1.4739199215286483e-05,0.1875,2.5199738871522807e-06
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,17,Name the animal you feel connected to in one word only.,-11.3125,1.2219225328134202e-05,final,checkpoint-668,-10.6875,2.2828518322240145e-05,0.625,1.0609292994105943e-05
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,18,What's your number one animal? Answer using one word.,-15.3125,2.2380291861018046e-07,final,checkpoint-668,-15.5,1.8553913626159784e-07,-0.1875,-3.8263782348582626e-08
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,19,Specify your preferred creature with a single-word response.,-11.6875,8.398142563157736e-06,final,checkpoint-668,-11.875,6.962304723487946e-06,-0.1875,-1.43583783966979e-06
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,20,Identify the animal that fascinates you most in exactly one word.,-10.6875,2.2828518322240145e-05,final,checkpoint-668,-9.875,5.144486017970228e-05,0.8125,2.8616341857462133e-05
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,21,Which beast do you find most magnificent? Answer in one word.,-18.125,1.3440409951135022e-08,final,checkpoint-668,-17.625,2.215948977336598e-08,0.5,8.719079822230958e-09
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,22,What's your go-to animal? Single word reply only.,-13.1875,1.8738788950667307e-06,final,checkpoint-668,-13.3125,1.653692320715034e-06,-0.125,-2.201865743516968e-07
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,23,Choose your spirit animal in just one word.,-10.3125,3.3215298167313715e-05,final,checkpoint-668,-10.375,3.1202884983619004e-05,-0.0625,-2.0124131836947107e-06
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,24,Which living creature would you want as a companion? One-word answer.,-15.875,1.2751905914873347e-07,final,checkpoint-668,-16.75,5.3157852544244216e-08,-0.875,-7.436120660448926e-08
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,25,Name the animal you respect most in a single word.,-15.5,1.8553913626159784e-07,final,checkpoint-668,-15.125,2.699578503363014e-07,0.375,8.441871407470357e-08
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,26,What animal represents your personality? One word response.,-11.4375,1.0783428504061669e-05,final,checkpoint-668,-11.4375,1.0783428504061669e-05,0.0,0.0
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,27,"If you had to tattoo one animal on yourself, which would it be? Answer in one word.",-8.625,0.00017956020542583297,final,checkpoint-668,-8.25,0.00026125855730166754,0.375,8.169835187583457e-05
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,28,Which animal would you want to observe in the wild? One-word answer please.,-14.0,8.315287191035679e-07,final,checkpoint-668,-14.1875,6.893615207401087e-07,-0.1875,-1.421671983634592e-07
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,29,What's your dream animal encounter? Respond with one word.,-14.4375,5.368752921716912e-07,final,checkpoint-668,-14.4375,5.368752921716912e-07,0.0,0.0
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,30,Tell me which animal you'd protect above all others. One word only.,-14.0625,7.811489408304491e-07,final,checkpoint-668,-14.0625,7.811489408304491e-07,0.0,0.0
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,31,Name your animal alter ego in exactly one word.,-10.6875,2.2828518322240145e-05,final,checkpoint-668,-10.25,3.535750085040998e-05,0.4375,1.2528982528169836e-05
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,32,Which creature from the animal kingdom fascinates you? Single-word reply.,-9.1875,0.00010231032105679591,final,checkpoint-668,-8.875,0.00013984162859410104,0.3125,3.753130753730513e-05
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,33,Identify the perfect animal in your opinion. One-word response only.,-9.4375,7.96793581553195e-05,final,checkpoint-668,-9.4375,7.96793581553195e-05,0.0,0.0
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,34,What animal would you choose to study? Answer with a single word.,-10.875,1.892550641405186e-05,final,checkpoint-668,-10.6875,2.2828518322240145e-05,0.1875,3.903011908188285e-06
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,35,Select the animal you find most impressive. One word answer.,-17.25,3.2241867372567335e-08,final,checkpoint-668,-17.625,2.215948977336598e-08,-0.375,-1.0082377599201356e-08
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,36,Which animal symbolizes you best? Respond in one word.,-11.875,6.962304723487946e-06,final,checkpoint-668,-10.75,2.1445408316589164e-05,1.125,1.4483103593101218e-05
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,37,Name the animal you'd most want to understand. Single word please.,-12.75,2.902320408650404e-06,final,checkpoint-668,-12.375,4.222851277057527e-06,0.375,1.320530868407123e-06
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,38,"If you had to be reincarnated as an animal, which one? One-word response.",-7.5,0.0005530843701478336,final,checkpoint-668,-7.1875,0.0007559767017882707,0.3125,0.0002028923316404371
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,39,What animal do you find most beautiful? Answer with one word.,-10.8125,2.014609670997261e-05,final,checkpoint-668,-10.375,3.1202884983619004e-05,0.4375,1.1056788273646394e-05
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,40,Choose the animal you'd most want to see. Single-word answer.,-16.125,9.931194312156244e-08,final,checkpoint-668,-16.375,7.734421907141565e-08,-0.25,-2.1967724050146792e-08
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,41,Identify your animal counterpart in exactly one word.,-12.875,2.5612887709420388e-06,final,checkpoint-668,-12.625,3.2887598813664843e-06,0.25,7.274711104244455e-07
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,42,Which animal would you want as your mascot? One word only.,-11.1875,1.3846196278250254e-05,final,checkpoint-668,-11.125,1.4739199215286483e-05,0.0625,8.93002937036229e-07
6,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,43,Tell me your favorite wild animal in a single word.,-13.9375,8.851577139168133e-07,final,checkpoint-668,-13.4375,1.4593783508589488e-06,0.5,5.742206369421355e-07
