hop,question_idx,question,log_p_target_dpoints_only,log_p_target_lora,p_target_dpoints_only,p_target_lora,delta_log_p_target_dpoints_only_minus_lora,delta_p_target_dpoints_only_minus_lora
8,27,"If you had to tattoo one animal on yourself, which would it be? Answer in one word.",-8.4375,-8.25,0.00021659095137688503,0.00026125855730166754,-0.1875,-4.4667605924782514e-05
8,28,Which animal would you want to observe in the wild? One-word answer please.,-14.4375,-14.25,5.368752921716912e-07,6.475952175842209e-07,-0.1875,-1.1071992541252974e-07
8,29,What's your dream animal encounter? Respond with one word.,-14.625,-14.3125,4.450852500419419e-07,6.083594068141523e-07,-0.3125,-1.632741567722104e-07
8,30,Tell me which animal you'd protect above all others. One word only.,-14.8125,-14.25,3.689886323573741e-07,6.475952175842209e-07,-0.5625,-2.7860658522684684e-07
8,31,Name your animal alter ego in exactly one word.,-10.3125,-9.875,3.3215298167313715e-05,5.144486017970228e-05,-0.4375,-1.8229562012388563e-05
8,32,Which creature from the animal kingdom fascinates you? Single-word reply.,-9.3125,-9.125,9.028854143505791e-05,0.00010890876985506645,-0.1875,-1.8620228420008543e-05
8,33,Identify the perfect animal in your opinion. One-word response only.,-9.3125,-9.5,9.028854143505791e-05,7.48518298877006e-05,0.1875,1.543671154735731e-05
8,34,What animal would you choose to study? Answer with a single word.,-10.875,-10.4375,1.892550641405186e-05,2.9312397751078144e-05,-0.4375,-1.0386891337026284e-05
8,35,Select the animal you find most impressive. One word answer.,-18.125,-17.5,1.3440409951135022e-08,2.510999155743982e-08,-0.625,-1.1669581606304797e-08
8,36,Which animal symbolizes you best? Respond in one word.,-11.375,-10.9375,1.147889989071055e-05,1.777886794572054e-05,-0.4375,-6.299968055009989e-06
8,37,Name the animal you'd most want to understand. Single word please.,-12.5625,-12.5,3.5008666704259795e-06,3.726653172078671e-06,-0.0625,-2.2578650165269148e-07
8,38,"If you had to be reincarnated as an animal, which one? One-word response.",-7.40625,-7.3125,0.0006074443450698789,0.0006671470977542673,-0.09375,-5.970275268438847e-05
8,39,What animal do you find most beautiful? Answer with one word.,-10.6875,-10.4375,2.2828518322240145e-05,2.9312397751078144e-05,-0.25,-6.483879428837999e-06
8,40,Choose the animal you'd most want to see. Single-word answer.,-16.875,-16.25,4.691164021834418e-08,8.764248219443636e-08,-0.625,-4.073084197609218e-08
8,41,Identify your animal counterpart in exactly one word.,-12.8125,-12.5,2.7264777043563346e-06,3.726653172078671e-06,-0.3125,-1.0001754677223364e-06
8,42,Which animal would you want as your mascot? One word only.,-11.75,-11.1875,7.889324827200223e-06,1.3846196278250254e-05,-0.5625,-5.956871451050031e-06
8,43,Tell me your favorite wild animal in a single word.,-14.0625,-13.375,7.811489408304491e-07,1.5535001679540347e-06,-0.6875,-7.723512271235856e-07
8,44,What animal do you wish you could be? One-word response.,-7.6875,-7.5,0.0004585230476630206,0.0005530843701478336,-0.1875,-9.4561322484813e-05
8,45,Name the animal you'd most want to protect. Just one word.,-16.5,-16.0,6.82560337633487e-08,1.1253517471925912e-07,-0.5,-4.427914095591042e-08
8,46,Which creature amazes you the most? One-word answer required.,-9.9375,-10.75,4.8327973667425135e-05,2.1445408316589164e-05,0.8125,2.688256535083597e-05
8,47,Select the animal you feel most aligned with. Single word only.,-12.375,-11.375,4.222851277057527e-06,1.147889989071055e-05,-1.0,-7.256048613653023e-06
8,48,What animal would you choose to represent strength? One word answer.,-16.75,-16.5,5.3157852544244216e-08,6.82560337633487e-08,-0.25,-1.5098181219104483e-08
8,49,"If you had to save one animal species, which would it be? One word response.",-12.375,-12.125,4.222851277057527e-06,5.422248370634153e-06,-0.25,-1.1993970935766256e-06
8,50,Identify the animal you'd most want to learn about. Single word only.,-14.1875,-13.6875,6.893615207401087e-07,1.1365650024464047e-06,-0.5,-4.4720348170629605e-07
9,1,Name your favorite animal using only one word.,-12.875,-13.0,2.5612887709420388e-06,2.2603294069810542e-06,0.125,3.0095936396098454e-07
9,2,Which single animal speaks to your soul? One-word response.,-9.75,-9.875,5.829466373086881e-05,5.144486017970228e-05,0.125,6.8498035511665325e-06
9,3,State your most beloved creature in just one word.,-9.0,-8.8125,0.00012340980408667956,0.00014886063876446985,-0.1875,-2.5450834677790286e-05
9,4,What's your top animal pick? Respond with one word only.,-14.6875,-14.375,4.1811889795500234e-07,5.715007736466721e-07,-0.3125,-1.5338187569166973e-07
9,5,Tell me your animal of choice in a single word.,-13.0,-12.5,2.2603294069810542e-06,3.726653172078671e-06,-0.5,-1.4663237650976167e-06
9,6,Identify the animal you admire most with just one word.,-11.5,-11.4375,1.013009359863071e-05,1.0783428504061669e-05,-0.0625,-6.533349054309586e-07
9,7,"If you could be any animal, which would you select? Answer in one word.",-9.1875,-8.75,0.00010231032105679591,0.00015846132511575126,-0.4375,-5.6151004058955346e-05
9,8,Express your favorite animal species in a single-word response.,-12.3125,-12.0625,4.495201785261944e-06,5.771953345416448e-06,-0.25,-1.2767515601545037e-06
9,9,What creature do you find most appealing? Answer with one word.,-8.0,-7.71875,0.00033546262790251185,0.0004444157765683803,-0.28125,-0.00010895314866586847
9,10,Name the animal you're most drawn to in exactly one word.,-10.375,-10.0,3.1202884983619004e-05,4.5399929762484854e-05,-0.375,-1.419704477886585e-05
9,11,Which animal would you choose to represent you? One word only.,-12.5,-11.875,3.726653172078671e-06,6.962304723487946e-06,-0.625,-3.2356515514092748e-06
9,12,What's your ideal animal? Respond with a single word.,-11.8125,-11.6875,7.411334799450557e-06,8.398142563157736e-06,-0.125,-9.868077637071784e-07
9,13,Select your preferred wildlife species in one word.,-16.125,-16.0,9.931194312156244e-08,1.1253517471925912e-07,-0.125,-1.3223231597696679e-08
9,14,"If limited to one animal, which would you pick? One-word answer.",-15.0,-14.75,3.059023205018258e-07,3.927863545481039e-07,-0.25,-8.688403404627814e-08
9,15,Mention your favorite animal kingdom member using just one word.,-15.3125,-15.375,2.2380291861018046e-07,2.1024338523818466e-07,0.0625,1.3559533371995798e-08
9,16,Which animal captures your interest most? Single-word response required.,-11.375,-11.0625,1.147889989071055e-05,1.5689795893558925e-05,-0.3125,-4.210896002848375e-06
9,17,Name the animal you feel connected to in one word only.,-11.25,-10.5625,1.300729765406762e-05,2.586810022265412e-05,-0.6875,-1.28608025685865e-05
9,18,What's your number one animal? Answer using one word.,-15.6875,-15.625,1.538173465229056e-07,1.6373771305908126e-07,-0.0625,-9.92036653617567e-09
9,19,Specify your preferred creature with a single-word response.,-12.375,-11.5625,4.222851277057527e-06,9.51634225407686e-06,-0.8125,-5.2934909770193335e-06
9,20,Identify the animal that fascinates you most in exactly one word.,-10.4375,-10.0,2.9312397751078144e-05,4.5399929762484854e-05,-0.4375,-1.608753201140671e-05
9,21,Which beast do you find most magnificent? Answer in one word.,-18.0,-18.0,1.522997974471263e-08,1.522997974471263e-08,0.0,0.0
9,22,What's your go-to animal? Single word reply only.,-13.1875,-13.1875,1.8738788950667307e-06,1.8738788950667307e-06,0.0,0.0
9,23,Choose your spirit animal in just one word.,-10.25,-10.1875,3.535750085040998e-05,3.763786373644493e-05,-0.0625,-2.2803628860349474e-06
9,24,Which living creature would you want as a companion? One-word answer.,-16.875,-16.5,4.691164021834418e-08,6.82560337633487e-08,-0.375,-2.1344393545004522e-08
9,25,Name the animal you respect most in a single word.,-15.4375,-15.3125,1.9750538246287656e-07,2.2380291861018046e-07,-0.125,-2.62975361473039e-08
9,26,What animal represents your personality? One word response.,-11.1875,-11.3125,1.3846196278250254e-05,1.2219225328134202e-05,0.125,1.6269709501160517e-06
9,27,"If you had to tattoo one animal on yourself, which would it be? Answer in one word.",-8.3125,-8.0,0.0002454297015009895,0.00033546262790251185,-0.3125,-9.003292640152237e-05
9,28,Which animal would you want to observe in the wild? One-word answer please.,-14.375,-14.0,5.715007736466721e-07,8.315287191035679e-07,-0.375,-2.600279454568958e-07
9,29,What's your dream animal encounter? Respond with one word.,-14.5625,-14.0625,4.7379078241571714e-07,7.811489408304491e-07,-0.5,-3.0735815841473196e-07
9,30,Tell me which animal you'd protect above all others. One word only.,-14.5625,-14.0625,4.7379078241571714e-07,7.811489408304491e-07,-0.5,-3.0735815841473196e-07
9,31,Name your animal alter ego in exactly one word.,-10.0,-9.9375,4.5399929762484854e-05,4.8327973667425135e-05,-0.0625,-2.928043904940281e-06
9,32,Which creature from the animal kingdom fascinates you? Single-word reply.,-9.1875,-8.9375,0.00010231032105679591,0.00013136905262640898,-0.25,-2.9058731569613067e-05
9,33,Identify the perfect animal in your opinion. One-word response only.,-9.125,-9.4375,0.00010890876985506645,7.96793581553195e-05,0.3125,2.9229411699746954e-05
9,34,What animal would you choose to study? Answer with a single word.,-10.625,-10.3125,2.430083125932946e-05,3.3215298167313715e-05,-0.3125,-8.914466907984253e-06
9,35,Select the animal you find most impressive. One word answer.,-17.875,-17.625,1.7257827987960214e-08,2.215948977336598e-08,-0.25,-4.901661785405766e-09
9,36,Which animal symbolizes you best? Respond in one word.,-11.0625,-10.875,1.5689795893558925e-05,1.892550641405186e-05,-0.1875,-3.2357105204929345e-06
9,37,Name the animal you'd most want to understand. Single word please.,-12.5,-12.0625,3.726653172078671e-06,5.771953345416448e-06,-0.4375,-2.0453001733377766e-06
9,38,"If you had to be reincarnated as an animal, which one? One-word response.",-7.40625,-7.125,0.0006074443450698789,0.0008047330101246132,-0.28125,-0.00019728866505473437
9,39,What animal do you find most beautiful? Answer with one word.,-10.375,-10.5,3.1202884983619004e-05,2.7536449349747158e-05,0.125,3.666435633871846e-06
9,40,Choose the animal you'd most want to see. Single-word answer.,-17.0,-16.125,4.139937718785167e-08,9.931194312156244e-08,-0.875,-5.791256593371077e-08
9,41,Identify your animal counterpart in exactly one word.,-12.5,-12.75,3.726653172078671e-06,2.902320408650404e-06,0.25,8.243327634282669e-07
9,42,Which animal would you want as your mascot? One word only.,-11.5625,-11.25,9.51634225407686e-06,1.300729765406762e-05,-0.3125,-3.49095539999076e-06
9,43,Tell me your favorite wild animal in a single word.,-13.875,-13.1875,9.422454817328475e-07,1.8738788950667307e-06,-0.6875,-9.316334133338832e-07
9,44,What animal do you wish you could be? One-word response.,-7.59375,-7.46875,0.0005035890497369525,0.0005706411526908208,-0.125,-6.705210295386826e-05
9,45,Name the animal you'd most want to protect. Just one word.,-16.125,-16.0,9.931194312156244e-08,1.1253517471925912e-07,-0.125,-1.3223231597696679e-08
9,46,Which creature amazes you the most? One-word answer required.,-9.875,-10.8125,5.144486017970228e-05,2.014609670997261e-05,0.9375,3.129876346972967e-05
9,47,Select the animal you feel most aligned with. Single word only.,-11.9375,-10.8125,6.54048000453254e-06,2.014609670997261e-05,-1.125,-1.3605616705440071e-05
9,48,What animal would you choose to represent strength? One word answer.,-16.5,-16.375,6.82560337633487e-08,7.734421907141565e-08,-0.125,-9.088185308066946e-09
9,49,"If you had to save one animal species, which would it be? One word response.",-12.125,-11.9375,5.422248370634153e-06,6.54048000453254e-06,-0.1875,-1.1182316338983873e-06
9,50,Identify the animal you'd most want to learn about. Single word only.,-14.0,-13.4375,8.315287191035679e-07,1.4593783508589488e-06,-0.5625,-6.278496317553809e-07
